new meter diffuser on input,,,,,,,,,,,
Oct 22 2021 14:35:00,Pump Off Samples,N=15,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
9,97577.89844,97486.08594,97478.24219,97483.82031,207,91.81,99.66,94.08,7.84,2.27,-5.58
10,97577.82031,97486.09375,97478.35938,97483.94531,207,91.73,99.46,93.87,7.73,2.15,-5.59
Oct 29 2021 16:10:07,flow rate=1.18,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97903.55469,97729.33594,97719.6875,97485.86719,10,174.22,183.87,417.69,9.65,243.47,233.82
2,97904.49219,97729.58594,97718.6875,97485.97656,195,174.91,185.8,418.52,10.9,243.61,232.71
3,97903.08594,97728.98438,97719.29688,97485.96875,207,174.1,183.79,417.12,9.69,243.02,233.33
4,97904.38281,97730.72656,97719.32031,97485.83594,207,173.66,185.06,418.55,11.41,244.89,233.48
5,97902.92188,97729.09375,97718.5625,97485.8125,207,173.83,184.36,417.11,10.53,243.28,232.75
6,97904.4375,97730.66406,97719.89844,97485.96094,207,173.77,184.54,418.48,10.77,244.7,233.94
7,97906.47656,97729.80469,97720.51563,97486.04688,207,176.67,185.96,420.43,9.29,243.76,234.47
8,97902.67969,97729.30469,97718.25781,97486.04688,207,173.37,184.42,416.63,11.05,243.26,232.21
9,97904.71875,97730.71094,97719.89063,97486.09375,207,174.01,184.83,418.62,10.82,244.62,233.8
10,97903.96094,97730.125,97718.46094,97486.09375,207,173.84,185.5,417.87,11.66,244.03,232.37
mu,325.9375,243.757812,241.015625,2.257813,204,,,,,,
sd,0.674293,0.753775,0.414308,0.071175,6,,,,,,
Q,1.184627,0.823564,nan,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on input,,,,,,,,,,,
Oct 29 2021 16:10:35,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97580.71094,97488.82813,97481.28125,97486.80469,13,91.88,99.43,93.91,7.55,2.02,-5.52
2,97580.63281,97488.78906,97481.17188,97486.71094,179,91.84,99.46,93.92,7.62,2.08,-5.54
3,97580.625,97488.85938,97481.07031,97486.63281,208,91.77,99.55,93.99,7.79,2.23,-5.56
4,97580.80469,97488.95313,97480.98438,97486.74219,208,91.85,99.82,94.06,7.97,2.21,-5.76
5,97580.71875,97488.90625,97481.13281,97486.6875,207,91.81,99.59,94.03,7.77,2.22,-5.55
6,97580.72656,97488.74219,97481.11719,97486.78125,208,91.98,99.61,93.95,7.62,1.96,-5.66
7,97580.78906,97488.6875,97481.1875,97486.76563,208,92.1,99.6,94.02,7.5,1.92,-5.58
8,97580.84375,97488.67969,97480.92188,97486.75,207,92.16,99.92,94.09,7.76,1.93,-5.83
9,97580.77344,97488.80469,97481,97486.72656,208,91.97,99.77,94.05,7.8,2.08,-5.73
10,97580.77344,97489.02344,97481.14844,97486.85938,208,91.75,99.62,93.91,7.87,2.16,-5.71
Oct 29 2021 16:10:35,flow rate=1.18,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97902.19531,97729.50781,97720.39844,97486.19531,13,172.69,181.8,416,9.11,243.31,234.2
2,97902.95313,97729.625,97719.26563,97486.39844,206,173.33,183.69,416.55,10.36,243.23,232.87
3,97906.41406,97730.35156,97718.96875,97486.55469,207,176.06,187.45,419.86,11.38,243.8,232.41
4,97903.53125,97730.69531,97720.11719,97486.39063,207,172.84,183.41,417.14,10.58,244.3,233.73
5,97905.54688,97731.25781,97720.49219,97486.47656,207,174.29,185.05,419.07,10.77,244.78,234.02
6,97904.61719,97729.32031,97718.55469,97486.57813,207,175.3,186.06,418.04,10.77,242.74,231.98
7,97906.35156,97731.55469,97719.85156,97486.65625,206,174.8,186.5,419.7,11.7,244.9,233.2
8,97903.33594,97729.77344,97719.42969,97486.51563,207,173.56,183.91,416.82,10.34,243.26,232.91
9,97906.41406,97730.82813,97719.10938,97486.77344,207,175.59,187.3,419.64,11.72,244.05,232.34
10,97905.07031,97730.46094,97719.14844,97486.41406,207,174.61,185.92,418.66,11.31,244.05,232.73
mu,323.078125,241.179687,238.5625,-0.335938,206.75,,,,,,
sd,1.843452,0.572129,0.679373,0.147337,0.5,,,,,,
Q,1.182598,0.822753,nan,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on input,,,,,,,,,,,
Oct 29 2021 16:12:28,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97574.65625,97483.4375,97475.46094,97481.03906,10,91.22,99.2,93.62,7.98,2.4,-5.58
2,97574.82813,97483.64063,97475.46875,97481.17969,129,91.19,99.36,93.65,8.17,2.46,-5.71
3,97574.59375,97483.54688,97475.67188,97481.25781,207,91.05,98.92,93.34,7.87,2.29,-5.59
4,97574.71094,97483.52344,97475.5625,97481.22656,207,91.19,99.15,93.48,7.96,2.3,-5.66
5,97574.76563,97483.44531,97475.60156,97481.28125,207,91.32,99.16,93.48,7.84,2.16,-5.68
6,97574.74219,97483.55469,97475.6875,97481.14844,207,91.19,99.05,93.59,7.87,2.41,-5.46
7,97574.59375,97483.42188,97475.72656,97481.21094,207,91.17,98.87,93.38,7.7,2.21,-5.48
8,97574.79688,97483.42188,97475.67969,97481.26563,208,91.37,99.12,93.53,7.74,2.16,-5.59
9,97574.72656,97483.46875,97475.58594,97481.34375,206,91.26,99.14,93.38,7.88,2.12,-5.76
10,97574.71094,97483.39063,97475.625,97481.24219,208,91.32,99.09,93.47,7.77,2.15,-5.62
Oct 29 2021 16:12:28,flow rate=1.23,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97914.85938,97737.36719,97727.77344,97481.89844,10,177.49,187.09,432.96,9.59,255.47,245.87
2,97915.46094,97738.51563,97726.96094,97481.82031,202,176.95,188.5,433.64,11.55,256.7,245.14
3,97915.53125,97737.64844,97727.51563,97481.875,208,177.88,188.02,433.66,10.13,255.77,245.64
4,97915.24219,97737.10938,97727.6875,97481.80469,208,178.13,187.55,433.44,9.42,255.3,245.88
5,97915.55469,97738.26563,97729.04688,97481.73438,208,177.29,186.51,433.82,9.22,256.53,247.31
6,97916.86719,97738.21875,97728.26563,97481.9375,208,178.65,188.6,434.93,9.95,256.28,246.33
7,97915.53906,97739.41406,97726.5625,97481.97656,209,176.12,188.98,433.56,12.85,257.44,244.59
8,97915.34375,97737.90625,97727.55469,97482.14844,208,177.44,187.79,433.2,10.35,255.76,245.41
9,97915.08594,97739.375,97730.21875,97482.11719,208,175.71,184.87,432.97,9.16,257.26,248.1
10,97918.29688,97739.71875,97727.92188,97482.35156,208,178.58,190.37,435.95,11.8,257.37,245.57
mu,340.578125,254.117187,251.9375,0.679687,206.5,,,,,,
sd,0.30224,0.611342,0.365048,0.044424,3,,,,,,
Q,1.215093,0.848301,nan,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on input,,,,,,,,,,,
Oct 29 2021 16:13:15,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97575.38281,97483.91406,97476.29688,97481.74219,14,91.47,99.09,93.64,7.62,2.17,-5.45
2,97575.6875,97484.10938,97477.03125,97482.3125,170,91.58,98.66,93.37,7.08,1.8,-5.28
3,97576.09375,97484.67969,97476.85938,97482.44531,208,91.41,99.23,93.65,7.82,2.23,-5.59
4,97576.19531,97484.39063,97477.10938,97482.08594,208,91.8,99.09,94.11,7.28,2.3,-4.98
5,97576.14063,97484.49219,97476.80469,97482.51563,208,91.65,99.34,93.62,7.69,1.98,-5.71
6,97576.09375,97484.59375,97477.0625,97482.42188,208,91.5,99.03,93.67,7.53,2.17,-5.36
7,97576.1875,97484.65625,97476.99219,97482.35938,208,91.53,99.2,93.83,7.66,2.3,-5.37
8,97576.03906,97484.375,97476.84375,97482.28125,208,91.66,99.2,93.76,7.53,2.09,-5.44
9,97576.01563,97484.28125,97476.82031,97482.19531,208,91.73,99.2,93.82,7.46,2.09,-5.37
10,97575.80469,97484.04688,97476.78906,97482.125,211,91.76,99.02,93.68,7.26,1.92,-5.34
Oct 29 2021 16:13:15,flow rate=1.23,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97912.41406,97734.32031,97724.80469,97480.8125,10,178.09,187.61,431.6,9.52,253.51,243.99
2,97914.95313,97737.35938,97727.4375,97481.0625,170,177.59,187.52,433.89,9.92,256.3,246.37
3,97914.57813,97737.0625,97726.04688,97480.98438,207,177.52,188.53,433.59,11.02,256.08,245.06
4,97914.72656,97736.875,97725.89844,97480.84375,210,177.85,188.83,433.88,10.98,256.03,245.05
5,97913.15625,97735.44531,97724.82031,97480.78906,203,177.71,188.34,432.37,10.63,254.66,244.03
6,97915.0625,97736.01563,97725.64844,97480.89844,207,179.05,189.41,434.16,10.37,255.12,244.75
7,97915.71875,97736.29688,97726,97480.85156,206,179.42,189.72,434.87,10.3,255.45,245.15
8,97914.28906,97736.4375,97726.10938,97480.75,206,177.85,188.18,433.54,10.33,255.69,245.36
9,97910.28125,97732.94531,97724.11719,97480.69531,211,177.34,186.16,429.59,8.83,252.25,243.42
10,97916.35938,97737.63281,97727,97480.70313,203,178.73,189.36,435.66,10.63,256.93,246.3
mu,338.328125,252.125,249.226562,-1.21875,197.5,,,,,,
sd,1.179403,1.403564,1.079992,0.117966,18.56,,,,,,
Q,1.21328,0.843372,nan,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on input,,,,,,,,,,,
Oct 29 2021 16:14:02,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97574.17969,97483.08594,97475.21875,97480.92188,9,91.09,98.96,93.26,7.87,2.16,-5.7
2,97574.3125,97483.125,97475.17969,97480.89844,157,91.19,99.13,93.41,7.95,2.23,-5.72
3,97574.4375,97483.0625,97475.19531,97480.92188,206,91.37,99.24,93.52,7.87,2.14,-5.73
4,97574.4375,97483.02344,97475.24219,97480.89844,207,91.41,99.2,93.54,7.78,2.12,-5.66
5,97574.50781,97483.08594,97475.26563,97480.97656,207,91.42,99.24,93.53,7.82,2.11,-5.71
6,97574.42969,97483.02344,97475.17969,97480.75,207,91.41,99.25,93.68,7.84,2.27,-5.57
7,97574.57813,97482.99219,97475.17969,97480.98438,210,91.59,99.4,93.59,7.81,2.01,-5.8
8,97574.46875,97482.98438,97475.17969,97480.70313,203,91.48,99.29,93.77,7.8,2.28,-5.52
9,97574.63281,97482.99219,97475.17969,97480.71875,207,91.64,99.45,93.91,7.81,2.27,-5.54
10,97574.44531,97483.10938,97475.32813,97480.85938,207,91.34,99.12,93.59,7.78,2.25,-5.53
Oct 29 2021 16:14:02,flow rate=1.23,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97918.33594,97740.48438,97728.75781,97481.40625,13,177.85,189.58,436.93,11.73,259.08,247.35
2,97918.41406,97740.76563,97727.85938,97481.5,137,177.65,190.55,436.91,12.91,259.27,246.36
3,97917.80469,97741.04688,97729.28125,97481.19531,208,176.76,188.52,436.61,11.77,259.85,248.09
4,97919.67188,97740.20313,97728.67969,97481.15625,208,179.47,190.99,438.52,11.52,259.05,247.52
5,97921.6875,97739.52344,97731.15625,97481.28125,208,182.16,190.53,440.41,8.37,258.24,249.87
6,97916.88281,97738.21875,97728.4375,97481.27344,212,178.66,188.45,435.61,9.78,256.95,247.16
7,97918.35938,97738.21094,97730.40625,97481.26563,204,180.15,187.95,437.09,7.8,256.95,249.14
8,97918.23438,97737.41406,97727.46875,97481.35938,208,180.82,190.77,436.87,9.95,256.05,246.11
9,97917.57031,97739.35938,97729.59375,97481.57031,207,178.21,187.98,436,9.77,257.79,248.02
10,97917.42969,97739.10938,97727.94531,97481.57813,208,178.32,189.48,435.85,11.16,257.53,246.37
mu,344.21875,257.546875,253.4375,0.398438,190.25,,,,,,
sd,0.791277,0.363092,0.587654,0.165421,35.5,,,,,,
Q,1.216574,0.839607,nan,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on input,,,,,,,,,,,
Oct 29 2021 16:15:23,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97571.65625,97480.46094,97472.84375,97478.46875,10,91.2,98.81,93.19,7.62,1.99,-5.62
2,97571.98438,97480.57031,97472.875,97478.58594,198,91.41,99.11,93.4,7.7,1.98,-5.71
3,97572.01563,97480.60156,97472.94531,97478.53906,207,91.41,99.07,93.48,7.66,2.06,-5.59
4,97571.78906,97480.67188,97473.03906,97478.55469,206,91.12,98.75,93.23,7.63,2.12,-5.52
5,97571.99219,97480.73438,97472.96094,97478.76563,207,91.26,99.03,93.23,7.77,1.97,-5.8
6,97572.03906,97480.84375,97473.11719,97478.55469,207,91.2,98.92,93.48,7.73,2.29,-5.44
7,97572.17188,97480.96094,97473.02344,97478.69531,206,91.21,99.15,93.48,7.94,2.27,-5.67
8,97572.11719,97480.84375,97473.14063,97478.84375,207,91.27,98.98,93.27,7.7,2,-5.7
9,97572.1875,97481.07031,97473.07813,97478.75781,210,91.12,99.11,93.43,7.99,2.31,-5.68
10,97572.09375,97480.97656,97473.11719,97478.73438,203,91.12,98.98,93.36,7.86,2.24,-5.62
Oct 29 2021 16:15:23,flow rate=1.27,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97940.23438,97756.14063,97745.84375,97481.5625,9,184.09,194.39,458.67,10.3,274.58,264.28
2,97940.26563,97755.85156,97745.79688,97481.60938,186,184.41,194.47,458.66,10.05,274.24,264.19
3,97937.09375,97755.24219,97744.99219,97481.66406,207,181.85,192.1,455.43,10.25,273.58,263.33
4,97941,97758.10156,97746.88281,97481.71094,207,182.9,194.12,459.29,11.22,276.39,265.17
5,97938.24219,97756.25781,97745.96094,97481.64063,207,181.98,192.28,456.6,10.3,274.62,264.32
6,97938.59375,97755.26563,97744.46875,97481.74219,207,183.33,194.12,456.85,10.8,273.52,262.73
7,97937.79688,97755.80469,97745.26563,97481.75781,207,181.99,192.53,456.04,10.54,274.05,263.51
8,97941.125,97758.14063,97745.28125,97481.95313,207,182.98,195.84,459.17,12.86,276.19,263.33
9,97939.07031,97756.32813,97745.49219,97481.82031,206,182.74,193.58,457.25,10.84,274.51,263.67
10,97940.22656,97755.04688,97744.34375,97482.14844,207,185.18,195.88,458.08,10.7,272.9,262.2
mu,367.789062,275.757812,272.953125,3.101563,201.75,,,,,,
sd,1.739482,1.236458,0.775054,0.064739,10.5,,,,,,
Q,1.253623,0.872834,nan,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on input,,,,,,,,,,,
Oct 29 2021 16:15:55,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97576.0625,97485.02344,97477.39844,97483.07813,13,91.04,98.66,92.98,7.62,1.95,-5.68
2,97576.19531,97484.91406,97477.14844,97482.89063,202,91.28,99.05,93.3,7.77,2.02,-5.74
3,97575.94531,97484.69531,97476.85156,97482.76563,206,91.25,99.09,93.18,7.84,1.93,-5.91
4,97575.73438,97484.44531,97476.49219,97482.46875,207,91.29,99.24,93.27,7.95,1.98,-5.98
5,97575.41406,97484.20313,97476.28906,97482.0625,206,91.21,99.12,93.35,7.91,2.14,-5.77
6,97575.21094,97483.84375,97476.07031,97481.83594,211,91.37,99.14,93.37,7.77,2.01,-5.77
7,97574.97656,97483.67188,97476.03125,97481.69531,202,91.3,98.95,93.28,7.64,1.98,-5.66
8,97575.15625,97483.63281,97476.23438,97481.64844,207,91.52,98.92,93.51,7.4,1.98,-5.41
9,97575.38281,97483.76563,97476.25781,97481.80469,207,91.62,99.12,93.58,7.51,1.96,-5.55
10,97575.53125,97483.96875,97476.21875,97482.07031,207,91.56,99.31,93.46,7.75,1.9,-5.85
Oct 29 2021 16:15:55,flow rate=1.27,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97942.46094,97757.90625,97748.45313,97483.46094,14,184.55,194.01,459,9.45,274.45,264.99
2,97942.32813,97757.90625,97747.96875,97483.16406,169,184.42,194.36,459.16,9.94,274.74,264.8
3,97943.32813,97758.21094,97746.94531,97483.08594,207,185.12,196.38,460.24,11.27,275.12,263.86
4,97940.98438,97758.625,97747.3125,97483.11719,207,182.36,193.67,457.87,11.31,275.51,264.2
5,97943.53906,97757.75,97746.76563,97483.08594,207,185.79,196.77,460.45,10.98,274.66,263.68
6,97940.23438,97757.625,97746.72656,97483.03125,207,182.61,193.51,457.2,10.9,274.59,263.7
7,97941.07813,97758.05469,97747.95313,97483.10156,207,183.02,193.12,457.98,10.1,274.95,264.85
8,97944.41406,97760.53906,97747.02344,97483,206,183.87,197.39,461.41,13.52,277.54,264.02
9,97942.9375,97757.92188,97746.49219,97482.90625,207,185.02,196.45,460.03,11.43,275.02,263.59
10,97939.51563,97756.85156,97746.95313,97482.9375,207,182.66,192.56,456.58,9.9,273.91,264.02
mu,366.296875,273.398437,270.695312,0.40625,197.5,,,,,,
sd,0.968214,0.34039,0.672193,0.172348,19,,,,,,
Q,1.259516,0.877559,nan,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on input,,,,,,,,,,,
Oct 29 2021 16:17:15,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97572.59375,97481.71094,97473.97656,97479.71875,9,90.88,98.62,92.87,7.73,1.99,-5.74
2,97572.8125,97481.63281,97473.95313,97479.90625,125,91.18,98.86,92.91,7.68,1.73,-5.95
3,97572.84375,97481.45313,97473.85938,97479.79688,207,91.39,98.98,93.05,7.59,1.66,-5.94
4,97572.72656,97481.5,97473.9375,97479.67188,207,91.23,98.79,93.05,7.56,1.83,-5.73
5,97572.67188,97481.49219,97473.875,97479.57813,207,91.18,98.8,93.09,7.62,1.91,-5.7
6,97572.53125,97481.39063,97473.67188,97479.79688,207,91.14,98.86,92.73,7.72,1.59,-6.12
7,97572.75,97481.34375,97473.5,97479.3125,207,91.41,99.25,93.44,7.84,2.03,-5.81
8,97572.60156,97481.39063,97473.53906,97479.50781,207,91.21,99.06,93.09,7.85,1.88,-5.97
9,97572.97656,97481.46094,97473.47656,97479.57813,207,91.52,99.5,93.4,7.98,1.88,-6.1
10,97572.8125,97481.52344,97473.65625,97479.67188,208,91.29,99.16,93.14,7.87,1.85,-6.02
Oct 29 2021 16:17:15,flow rate=1.32,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97962.91406,97772.48438,97762.90625,97481.59375,9,190.43,200.01,481.32,9.58,290.89,281.31
2,97963.125,97773.67969,97761.71094,97481.49219,157,189.45,201.41,481.63,11.97,292.19,280.22
3,97964.07031,97773.24219,97761.75781,97481.41406,209,190.83,202.31,482.66,11.48,291.83,280.34
4,97965.44531,97776.96875,97762.48438,97481.35938,208,188.48,202.96,484.09,14.48,295.61,281.12
5,97963.96094,97772.39844,97763.66406,97481.45313,208,191.56,200.3,482.51,8.73,290.95,282.21
6,97964.9375,97771.66406,97764.5,97481.32813,208,193.27,200.44,483.61,7.16,290.34,283.17
7,97966.04688,97774.1875,97765.25781,97481.38281,212,191.86,200.79,484.66,8.93,292.8,283.87
8,97964.97656,97774.36719,97762.30469,97481.35156,205,190.61,202.67,483.62,12.06,293.02,280.95
9,97963.21094,97773.10938,97762.36719,97481.35938,208,190.1,200.84,481.85,10.74,291.75,281.01
10,97966.65625,97773.11719,97764.57031,97481.38281,208,193.54,202.09,485.27,8.55,291.73,283.19
mu,391.140625,292.515625,288.28125,1.6875,195.5,,,,,,
sd,1.153158,1.979252,0.581249,0.101863,25.67,,,,,,
Q,1.297756,0.897736,nan,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on input,,,,,,,,,,,
Oct 29 2021 16:17:48,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97574.75781,97483.72656,97475.74219,97481.61719,13,91.03,99.02,93.14,7.98,2.11,-5.87
2,97574.85156,97483.60156,97475.64844,97481.65625,142,91.25,99.2,93.2,7.95,1.95,-6.01
3,97574.83594,97483.6875,97475.54688,97481.59375,207,91.15,99.29,93.24,8.14,2.09,-6.05
4,97574.63281,97483.78125,97475.50781,97481.45313,207,90.85,99.12,93.18,8.27,2.33,-5.95
5,97574.67969,97483.63281,97475.44531,97481.60938,207,91.05,99.23,93.07,8.19,2.02,-6.16
6,97574.71875,97483.74219,97475.44531,97481.64844,207,90.98,99.27,93.07,8.3,2.09,-6.2
7,97574.85156,97483.55469,97475.5,97481.5625,207,91.3,99.35,93.29,8.05,1.99,-6.06
8,97574.64063,97483.54688,97475.47656,97481.46875,206,91.09,99.16,93.17,8.07,2.08,-5.99
9,97574.57813,97483.61719,97475.375,97481.44531,208,90.96,99.2,93.13,8.24,2.17,-6.07
10,97574.67188,97483.3125,97475.47656,97481.5,210,91.36,99.2,93.17,7.84,1.81,-6.02
Oct 29 2021 16:17:48,flow rate=1.32,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97963.47656,97773.10938,97762.19531,97481.38281,10,190.37,201.28,482.09,10.91,291.73,280.81
2,97960.69531,97771.64063,97761.84375,97481.32813,118,189.05,198.85,479.37,9.8,290.31,280.52
3,97961.55469,97770.875,97760.20313,97481.39844,207,190.68,201.35,480.16,10.67,289.48,278.8
4,97961.39063,97769.96875,97758.32031,97481.17969,207,191.42,203.07,480.21,11.65,288.79,277.14
5,97961.375,97773.44531,97760.23438,97481.21875,207,187.93,201.14,480.16,13.21,292.23,279.02
6,97963.64063,97774.05469,97762.63281,97481.03906,207,189.59,201.01,482.6,11.42,293.02,281.59
7,97961.16406,97772.25781,97761.53906,97481.22656,206,188.91,199.62,479.94,10.72,291.03,280.31
8,97958.33594,97770.78906,97760.46875,97481.08594,208,187.55,197.87,477.25,10.32,289.7,279.38
9,97960.99219,97769.78125,97760.47656,97481.03125,207,191.21,200.52,479.96,9.3,288.75,279.45
10,97962.59375,97773.72656,97762.79688,97480.89844,206,188.87,199.8,481.7,10.93,292.83,281.9
mu,387.015625,287.703125,285.03125,-0.25,184.75,,,,,,
sd,1.191255,1.329656,1.773868,0.099947,44.5,,,,,,
Q,1.302271,0.908373,nan,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on input,,,,,,,,,,,
Oct 29 2021 16:18:48,Pump Off Samples,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97574.84375,97483.64063,97475.59375,97481.57813,10,91.2,99.25,93.27,8.05,2.06,-5.98
2,97574.89063,97483.72656,97475.8125,97481.54688,157,91.16,99.08,93.34,7.91,2.18,-5.73
3,97575.04688,97483.63281,97475.92188,97481.54688,207,91.41,99.12,93.5,7.71,2.09,-5.62
4,97575.07813,97483.57031,97475.64063,97481.54688,207,91.51,99.44,93.53,7.93,2.02,-5.91
5,97574.99219,97483.54688,97475.82031,97481.74219,207,91.45,99.17,93.25,7.73,1.8,-5.92
6,97575.09375,97483.5625,97475.85938,97481.67188,207,91.53,99.23,93.42,7.7,1.89,-5.81
7,97575.0625,97483.69531,97475.89063,97481.8125,207,91.37,99.17,93.25,7.8,1.88,-5.92
8,97575.25,97483.66406,97475.90625,97481.67188,207,91.59,99.34,93.58,7.76,1.99,-5.77
9,97575.20313,97483.71875,97476.08594,97481.9375,207,91.48,99.12,93.27,7.63,1.78,-5.85
10,97575.24219,97483.84375,97476.04688,97481.88281,207,91.4,99.2,93.36,7.8,1.96,-5.84
Oct 29 2021 16:18:48,flow rate=1.32,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,97958.19531,97771.15625,97758.96875,97481.67969,13,187.04,199.23,476.52,12.19,289.48,277.29
2,97959.35156,97771.55469,97760.64844,97481.79688,186,187.8,198.7,477.55,10.91,289.76,278.85
3,97960.15625,97768.73438,97759.64844,97481.64063,208,191.42,200.51,478.52,9.09,287.09,278.01
4,97961.02344,97770.27344,97759.57031,97481.82813,208,190.75,201.45,479.2,10.7,288.45,277.74
5,97960.69531,97770.52344,97760.15625,97482.04688,208,190.17,200.54,478.65,10.37,288.48,278.11
6,97959.96875,97771.86719,97759.59375,97481.875,211,188.1,200.37,478.09,12.27,289.99,277.72
7,97961.58594,97771.03906,97760.67188,97481.94531,205,190.55,200.91,479.64,10.37,289.09,278.73
